Title,Link,Author Keywords,Index Keywords
"Crisis and reorganization in urban dynamics: The Barcelona, Spain, case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059543010&doi=10.5751%2fES-10396-230406&partnerID=40&md5=7bafc4c261afae948faa0aacf98cbc45","Adaptive cycle theory; Back loop; Barcelona urban planning; Barcelona's urban (sustainable) design era; Crisis; Panarchy; Release (Ω) and reorganization (α) phases; Social innovation; Social justice; Urban change dynamics; Urban resilience","adaptive management; crisis management; innovation; investment; social justice; social network; sustainability; urban design; urban planning; Barcelona [Barcelona (PRV)]; Barcelona [Catalonia]; Catalonia; Spain"
"Is flood risk capitalized into real estate market value? A mahalanobis-metric matching approach to the housing market in Gyeonggi, South Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055905564&doi=10.3390%2fsu10114008&partnerID=40&md5=5fd2f84dc484dd6df41a7166ba4a33f8","Housing price; Mahalanobis-metric matching model; Natural disaster; Random-intercept multilevel model","discount rate; ecosystem resilience; flooding; housing market; market conditions; natural disaster; price dynamics; risk assessment; sustainable development; South Korea"
"Measuring changes in urban functional capacity for climate resilience: Perspectives from Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047356298&doi=10.1016%2fj.futures.2018.05.001&partnerID=40&md5=e08e6eeaea576b0f74e90c5f5f829ec3","Climate change adaptation; Climate resilience; Resilience indicators; Urban function; Urban resilience","adaptive management; climate change; climate variation; cluster analysis; measurement method; urban area; urban policy; Korea"
"Contextualising urban resilience in Ghana: Local perspectives and experiences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048187063&doi=10.1016%2fj.geoforum.2018.05.023&partnerID=40&md5=7c33955f872d3c7909fd14af2d88007d","Climate change; Kumasi; Urban development; Urban growth; Urban planning; Urban resilience","climate change; urban area; urban development; urban growth; urban planning; Ashanti; Ghana; Kumasi"
"From Factory to Symbol: Identity and Resilience in the Reuse of Abandoned Industrial Sites of Belgium","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052853106&doi=10.1080%2f17567505.2018.1506017&partnerID=40&md5=ac8f45d05d9cf2395518af95f426131d","Belgium; Brownfields site; heritage status; reconversion; urban resilience",
"A roadmap to effective urban climate change adaptation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045764314&doi=10.1088%2f1755-1315%2f129%2f1%2f012041&partnerID=40&md5=3265ffee09416cf18d909241703faa78",,"Adaptation to climate changes; Climate change adaptation; Local government; National governments; Policy process; Urban areas; Urban climates; Urban resilience; Climate change"
"Enhancing flood resilience through collaborative modelling and multi-criteria decision analysis (MCDA)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056402424&doi=10.1007%2f978-3-319-68606-6_14&partnerID=40&md5=6dd85d0371d4b059d45a3a010fec3a7a","Collaborative modelling; MCDA; Social learning; Transdisciplinarity",
"Motion magnification for urban buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053887063&doi=10.1007%2f978-3-319-99843-5_23&partnerID=40&md5=3dde844173e32c928be3666746f9348e","Magnified motion; Resilience; Video","Critical infrastructures; Surveys; Vibration analysis; Vibration measurement; Dynamical behaviors; Magnified motion; Mechanical structures; Resilience; Spatial resolution; Urban environments; Vibration monitoring; Video; Video cameras"
"Urban resilience in the historical centres of Italian cities and towns. Strategies of preventative planning [Resilienza urbana dei centri storici italiani. Strategie di pianificazione preventiva]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051744581&doi=10.13128%2fTechne-22162&partnerID=40&md5=340c91379cbd220170a64b78dbe831c1","Built heritage; Disaster management; Priority assessment; Seismic vulnerability; Urban disaster resilience",
"Urban crisis detection technique: A spatial and data driven approach based on latent dirichlet allocation (LDA) topic modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048728636&doi=10.1061%2f9780784481271.025&partnerID=40&md5=668dc2f2734a6dbd309bc30a1915c455",,"Disasters; Information retrieval systems; Statistics; Data driven technique; Data-driven approach; Detection and tracking; Detection techniques; Geographic location; Information diffusion; Latent dirichlet allocations; Negative sentiments; Project management"
"Proposal for Holistic Assessment of Urban System Resilience to Natural Disasters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033777655&doi=10.1088%2f1757-899X%2f245%2f6%2f062011&partnerID=40&md5=4f668780f3cebabe5e29ce78553ec98f",,"Accidents; Architectural design; Economics; Graph theory; Regional planning; Risk assessment; Risk management; Urban growth; Urban planning; Conceptual frameworks; Disaster resiliences; Holistic evaluations; Individual components; Inter-dependent components; Mathematical simulations; Quantitative attributes; System functionality; Disasters"
"The mobility of 'creative workers' and their potential contribution to the recovery of old industrial cities in Spain","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013499516&doi=10.3828%2ftpr.2017.8&partnerID=40&md5=88ea419242a5c6b4714462d3599c3cd0","labour trajectories; mobility; talent; urban resilience; Urban shrinkage","human capital; industrial district; labor market; labor mobility; policy analysis; strategic approach; urban policy; urban renewal; Spain"
"A web-based geographic information platform to support urban adaptation to climate change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010032555&doi=10.1007%2f978-3-319-22786-3_33&partnerID=40&md5=980cb213f1f7c5d85be8a65b179ef621","Climate adaptation; Distributed computing; Green infrastructure; Raster processing; Urban resilience","Distributed computer systems; Population statistics; Urban growth; Weather information services; Adaptation strategies; Adaptation to climate changes; Climate adaptation; Extreme weather events; Geographic information; Green infrastructure; Integrated frameworks; Urban resilience; Climate change"
"A tale of two earthquakes: Dynamic agent-based simulation of urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027174590&doi=10.4324%2f9781315683621&partnerID=40&md5=524a3f3208008a4ecbac9155d57fee4c",,
"Urban Resilience: How Cities need to Adapt to Unanticipated and Sudden Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018376864&doi=10.1002%2f9781118984123.ch25&partnerID=40&md5=1c7e5f21d9975d24f0c53a9e0e127bdb","Declining population; Economic disruption; Financial diseases; Globalization; Local networks; Urban resilience","Energy management; Energy resources; Declining population; Globalization; International networks; Local networks; Sudden change; Transport systems; Urban resilience; Population statistics"
"Earthquake risk mitigation: the impact of seismic retrofitting strategies on urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978886695&doi=10.3846%2f1648715X.2016.1187682&partnerID=40&md5=79e450eed46ec41db69dc6759a35982b","Built environment; Loss estimation; Resilience; Retrofitting solu­tions; Risk mitigation; Seismic vulnerability",
"Social media and urban resilience: A case study of the 2016 Jakarta terror attack","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978705082&doi=10.1145%2f2912160.2912193&partnerID=40&md5=b09131584ab351fd3396250b3f004c27","And Jakarta; Content analysis; Social media; Terrorism; Urban resilience","Data mining; Economic and social effects; Public administration; Social networking (online); Adaptive capacity; Content analysis; Information and communication; Jakarta; Research questions; Social capitals; Social media; Urban resilience; Terrorism"
"Brazilian urban porosity: Treat or threat?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961266649&doi=10.1680%2fudap.15.00009&partnerID=40&md5=9d3d21676bfdc9522e64d65a0542d184","Developing countries; Public policy; Town and city planning","Developing countries; Porosity; Public policy; Urban planning; Adaptive capacity; Metropolitan system; Porosity index; Social consequences; Statistical datas; Urban fabrics; Urban resilience; Urban systems; Urban growth; brownfield site; land use planning; metropolitan area; neighborhood; planning method; town planning; urban policy; urbanization; Brazil"
"Improving urban resilience to flooding: A vital role for civil engineers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978945284&doi=10.1680%2fjcien.2016.169.3.101&partnerID=40&md5=df88010f4a04a3cbeef2b6053465c81b",,"Floods; Water management; Hr wallingford; Institution of civil engineers; Urban community; Urban resilience; Engineers; civil engineering; flood control; flooding; urban planning; water management"
"Urban Disaster Risk Reduction in Vietnam: Gaps, Challenges, and Approaches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967647274&doi=10.1016%2fB978-0-12-802169-9.00009-4&partnerID=40&md5=36d342d0d786131f098696caebdea125","Disaster risk reduction (DRR); Urban disaster resilience; Urban disaster risk",
"Water Stress in the Megacity of Kolkata, India, and Its Implications for Urban Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967444041&doi=10.1016%2fB978-0-12-802169-9.00020-3&partnerID=40&md5=febffd417eabb4db8f295d1d483a5e37","Challenges; Climatic variability; Resilience; Vulnerability; Water stress",
"A collaborative filtering recommender system model using OWA and uninorm aggregation operators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966524833&doi=10.1109%2fISKE.2015.36&partnerID=40&md5=b695251634573359c575504b5d5f9aee","collaborative filtering; OWA aggregation operators; recommender systems; uninorm aggregation operators","Collaborative filtering; Electronic commerce; Intelligent systems; Knowledge engineering; Mathematical operators; Online systems; User interfaces; Aggregation operator; Application examples; Collaborative filtering recommender systems; Online platforms; OWA aggregation operators; Similarity degree; Urban resilience; User experience; Recommender systems"
"Bringing People Back In: Crisis Planning and Response Embedded in Social Contexts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075900494&doi=10.1007%2f978-3-319-39812-9_14&partnerID=40&md5=50f3c5e97bc28916483ebd505375112f","Collective Efficacy; Disaster Planning; Planning Team; Relational Embeddedness; Relief Worker",
"Stress testing cities - How to live and plan with new risks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031725868&partnerID=40&md5=a5af3c883fc47c3c909494ec3a26f10e","Composite indicators; Multi-hazard approach; Urban resilience","Risk management; Urban growth; Built environment; Composite indicators; Multi hazard approach; Stress Testing; Sustainable urban development; Urban resilience; Disasters"
"Local Networks of Resilience and Climate Adaptation: The Case of Istanbul","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018639487&doi=10.1007%2f978-3-319-39880-8_7&partnerID=40&md5=ecc056b12fc134912802ee3ce3c56bf8","Climate change; Green spaces; Local adaptation; Resilience; Urban farming",
"Assessment of urban resilience; a case study of Region 8 of Tehran city, Iran","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013779437&doi=10.24200%2fsci.2016.2240&partnerID=40&md5=25eef42b992a513631215d1755a108f2","Factor analysis; Region 8 of Tehran city; Resilience; Urban resilience; Urban resilience indicators","Factor analysis; Surveys; Region 8 of Tehran city; Resilience; Urban resilience; Decision making; adaptive management; decision making; environmental indicator; factor analysis; planning practice; questionnaire survey; urban planning; urban population; urban site; Iran; Tehran [Iran]"
